BIN ID,Date,TIME,WEEK NO,FILL LEVEL(IN LITRES),TOTAL(LITRES),FILL PERCENTAGE,LOCATION ,LATITUDE,LONGITUDE,TEMPERATURE( IN ⁰C),BATTERY LEVEL ,FILL LEVEL INDICATOR(Above 550)
BIN 1,10/26/2021,11:00:00 PM,5,606,660,92%,MANAPAKKAM,13.0213° N,80.1832° E,32,90%,TRUE
BIN 1,10/27/2021,12:00:00 AM,5,6,660,1%,MANAPAKKAM,13.0213° N,80.1832° E,24,90%,FALSE
BIN 1,10/27/2021,01:00:00 AM,5,31,660,5%,MANAPAKKAM,13.0213° N,80.1832° E,24.6,90%,FALSE
BIN 1,10/27/2021,02:00:00 AM,5,56,660,8%,MANAPAKKAM,13.0213° N,80.1832° E,24.6,90%,FALSE
BIN 1,10/27/2021,03:00:00 AM,5,81,660,12%,MANAPAKKAM,13.0213° N,80.1832° E,24.8,90%,FALSE
BIN 1,10/27/2021,04:00:00 AM,5,106,660,16%,MANAPAKKAM,13.0213° N,80.1832° E,25,90%,FALSE
BIN 1,10/27/2021,05:00:00 AM,5,131,660,20%,MANAPAKKAM,13.0213° N,80.1832° E,26.2,90%,FALSE
BIN 1,10/27/2021,06:00:00 AM,5,156,660,24%,MANAPAKKAM,13.0213° N,80.1832° E,27,90%,FALSE
BIN 1,10/27/2021,07:00:00 AM,5,181,660,27%,MANAPAKKAM,13.0213° N,80.1832° E,28.3,89%,FALSE
BIN 1,10/27/2021,08:00:00 AM,5,206,660,31%,MANAPAKKAM,13.0213° N,80.1832° E,28.3,89%,FALSE
BIN 1,10/27/2021,09:00:00 AM,5,231,660,35%,MANAPAKKAM,13.0213° N,80.1832° E,29,89%,FALSE
BIN 1,10/27/2021,10:00:00 AM,5,256,660,39%,MANAPAKKAM,13.0213° N,80.1832° E,32,89%,FALSE
BIN 1,10/27/2021,11:00:00 AM,5,281,660,43%,MANAPAKKAM,13.0213° N,80.1832° E,34,89%,FALSE
BIN 1,10/27/2021,12:00:00 PM,5,306,660,46%,MANAPAKKAM,13.0213° N,80.1832° E,36.8,89%,FALSE
BIN 1,10/27/2021,01:00:00 PM,5,331,660,50%,MANAPAKKAM,13.0213° N,80.1832° E,38.9,89%,FALSE
BIN 1,10/27/2021,02:00:00 PM,5,356,660,54%,MANAPAKKAM,13.0213° N,80.1832° E,40.4,89%,FALSE
BIN 1,10/27/2021,03:00:00 PM,5,381,660,58%,MANAPAKKAM,13.0213° N,80.1832° E,40.4,89%,FALSE
BIN 1,10/27/2021,04:00:00 PM,5,406,660,62%,MANAPAKKAM,13.0213° N,80.1832° E,40.8,89%,FALSE
BIN 1,10/27/2021,05:00:00 PM,5,431,660,65%,MANAPAKKAM,13.0213° N,80.1832° E,42.5,89%,FALSE
BIN 1,10/27/2021,06:00:00 PM,5,456,660,69%,MANAPAKKAM,13.0213° N,80.1832° E,37.3,89%,FALSE
BIN 1,10/27/2021,07:00:00 PM,5,481,660,73%,MANAPAKKAM,13.0213° N,80.1832° E,37.8,89%,FALSE
BIN 1,10/27/2021,08:00:00 PM,5,506,660,77%,MANAPAKKAM,13.0213° N,80.1832° E,37.5,89%,FALSE
BIN 1,10/27/2021,09:00:00 PM,5,531,660,80%,MANAPAKKAM,13.0213° N,80.1832° E,37,89%,FALSE
BIN 1,10/27/2021,10:00:00 PM,5,556,660,84%,MANAPAKKAM,13.0213° N,80.1832° E,36.5,89%,TRUE
BIN 1,10/27/2021,11:00:00 PM,5,581,660,88%,MANAPAKKAM,13.0213° N,80.1832° E,32,89%,TRUE
BIN 1,10/28/2021,12:00:00 AM,5,4,660,1%,MANAPAKKAM,13.0213° N,80.1832° E,24,89%,FALSE
BIN 1,10/28/2021,01:00:00 AM,5,30,660,5%,MANAPAKKAM,13.0213° N,80.1832° E,24.6,89%,FALSE
BIN 1,10/28/2021,02:00:00 AM,5,56,660,8%,MANAPAKKAM,13.0213° N,80.1832° E,24.6,89%,FALSE
BIN 1,10/28/2021,03:00:00 AM,5,82,660,12%,MANAPAKKAM,13.0213° N,80.1832° E,24.8,89%,FALSE
BIN 1,10/28/2021,04:00:00 AM,5,108,660,16%,MANAPAKKAM,13.0213° N,80.1832° E,25,89%,FALSE
BIN 1,10/28/2021,05:00:00 AM,5,134,660,20%,MANAPAKKAM,13.0213° N,80.1832° E,26.2,89%,FALSE
BIN 1,10/28/2021,06:00:00 AM,5,160,660,24%,MANAPAKKAM,13.0213° N,80.1832° E,27,89%,FALSE
BIN 1,10/28/2021,07:00:00 AM,5,186,660,28%,MANAPAKKAM,13.0213° N,80.1832° E,28.3,89%,FALSE
BIN 1,10/28/2021,08:00:00 AM,5,212,660,32%,MANAPAKKAM,13.0213° N,80.1832° E,28.3,89%,FALSE
BIN 1,10/28/2021,09:00:00 AM,5,238,660,36%,MANAPAKKAM,13.0213° N,80.1832° E,29,89%,FALSE
BIN 1,10/28/2021,10:00:00 AM,5,264,660,40%,MANAPAKKAM,13.0213° N,80.1832° E,32,89%,FALSE
BIN 1,10/28/2021,11:00:00 AM,5,290,660,44%,MANAPAKKAM,13.0213° N,80.1832° E,34,89%,FALSE
BIN 1,10/28/2021,12:00:00 PM,5,316,660,48%,MANAPAKKAM,13.0213° N,80.1832° E,36.8,89%,FALSE
BIN 1,10/28/2021,01:00:00 PM,5,342,660,52%,MANAPAKKAM,13.0213° N,80.1832° E,38.9,89%,FALSE
BIN 1,10/28/2021,02:00:00 PM,5,368,660,56%,MANAPAKKAM,13.0213° N,80.1832° E,40.4,89%,FALSE
BIN 1,10/28/2021,03:00:00 PM,5,394,660,60%,MANAPAKKAM,13.0213° N,80.1832° E,40.4,88%,FALSE
BIN 1,10/28/2021,04:00:00 PM,5,420,660,64%,MANAPAKKAM,13.0213° N,80.1832° E,40.8,88%,FALSE
BIN 1,10/28/2021,05:00:00 PM,5,446,660,68%,MANAPAKKAM,13.0213° N,80.1832° E,42.5,88%,FALSE
BIN 1,10/28/2021,06:00:00 PM,5,472,660,72%,MANAPAKKAM,13.0213° N,80.1832° E,37.3,88%,FALSE
BIN 1,10/28/2021,07:00:00 PM,5,498,660,75%,MANAPAKKAM,13.0213° N,80.1832° E,37.8,88%,FALSE
BIN 1,10/28/2021,08:00:00 PM,5,524,660,79%,MANAPAKKAM,13.0213° N,80.1832° E,37.5,88%,FALSE
BIN 1,10/28/2021,09:00:00 PM,5,550,660,83%,MANAPAKKAM,13.0213° N,80.1832° E,37,88%,FALSE
BIN 1,10/28/2021,10:00:00 PM,5,576,660,87%,MANAPAKKAM,13.0213° N,80.1832° E,36.5,88%,TRUE
BIN 1,10/28/2021,11:00:00 PM,5,602,660,91%,MANAPAKKAM,13.0213° N,80.1832° E,32,88%,TRUE
BIN 1,10/29/2021,12:00:00 AM,5,5,660,1%,MANAPAKKAM,13.0213° N,80.1832° E,24,88%,FALSE
BIN 1,10/29/2021,01:00:00 AM,5,29,660,4%,MANAPAKKAM,13.0213° N,80.1832° E,24.6,88%,FALSE
BIN 1,10/29/2021,02:00:00 AM,5,53,660,8%,MANAPAKKAM,13.0213° N,80.1832° E,24.6,88%,FALSE
BIN 1,10/29/2021,03:00:00 AM,5,77,660,12%,MANAPAKKAM,13.0213° N,80.1832° E,24.8,88%,FALSE
BIN 1,10/29/2021,04:00:00 AM,5,101,660,15%,MANAPAKKAM,13.0213° N,80.1832° E,25,88%,FALSE
BIN 1,10/29/2021,05:00:00 AM,5,125,660,19%,MANAPAKKAM,13.0213° N,80.1832° E,26.2,88%,FALSE
BIN 1,10/29/2021,06:00:00 AM,5,149,660,23%,MANAPAKKAM,13.0213° N,80.1832° E,27,88%,FALSE
BIN 1,10/29/2021,07:00:00 AM,5,173,660,26%,MANAPAKKAM,13.0213° N,80.1832° E,28.3,88%,FALSE
BIN 1,10/29/2021,08:00:00 AM,5,197,660,30%,MANAPAKKAM,13.0213° N,80.1832° E,28.3,88%,FALSE
BIN 1,10/29/2021,09:00:00 AM,5,221,660,33%,MANAPAKKAM,13.0213° N,80.1832° E,29,88%,FALSE
BIN 1,10/29/2021,10:00:00 AM,5,245,660,37%,MANAPAKKAM,13.0213° N,80.1832° E,32,88%,FALSE
BIN 1,10/29/2021,11:00:00 AM,5,269,660,41%,MANAPAKKAM,13.0213° N,80.1832° E,34,88%,FALSE
BIN 1,10/29/2021,12:00:00 PM,5,293,660,44%,MANAPAKKAM,13.0213° N,80.1832° E,36.8,88%,FALSE
BIN 1,10/29/2021,01:00:00 PM,5,317,660,48%,MANAPAKKAM,13.0213° N,80.1832° E,38.9,88%,FALSE
BIN 1,10/29/2021,02:00:00 PM,5,341,660,52%,MANAPAKKAM,13.0213° N,80.1832° E,40.4,88%,FALSE
BIN 1,10/29/2021,03:00:00 PM,5,365,660,55%,MANAPAKKAM,13.0213° N,80.1832° E,40.4,88%,FALSE
BIN 1,10/29/2021,04:00:00 PM,5,389,660,59%,MANAPAKKAM,13.0213° N,80.1832° E,40.8,88%,FALSE
BIN 1,10/29/2021,05:00:00 PM,5,413,660,63%,MANAPAKKAM,13.0213° N,80.1832° E,42.5,88%,FALSE
BIN 1,10/29/2021,06:00:00 PM,5,437,660,66%,MANAPAKKAM,13.0213° N,80.1832° E,37.3,88%,FALSE
BIN 1,10/29/2021,07:00:00 PM,5,461,660,70%,MANAPAKKAM,13.0213° N,80.1832° E,37.8,88%,FALSE
BIN 1,10/29/2021,08:00:00 PM,5,485,660,73%,MANAPAKKAM,13.0213° N,80.1832° E,37.5,88%,FALSE
BIN 1,10/29/2021,09:00:00 PM,5,509,660,77%,MANAPAKKAM,13.0213° N,80.1832° E,37,88%,FALSE
BIN 1,10/29/2021,10:00:00 PM,5,533,660,81%,MANAPAKKAM,13.0213° N,80.1832° E,36.5,88%,FALSE
BIN 1,10/29/2021,11:00:00 PM,5,557,660,84%,MANAPAKKAM,13.0213° N,80.1832° E,32,88%,TRUE
BIN 1,10/30/2021,12:00:00 AM,5,19,660,3%,MANAPAKKAM,13.0213° N,80.1832° E,24,88%,FALSE
BIN 1,10/30/2021,01:00:00 AM,5,44,660,7%,MANAPAKKAM,13.0213° N,80.1832° E,24.6,88%,FALSE
BIN 1,10/30/2021,02:00:00 AM,5,69,660,10%,MANAPAKKAM,13.0213° N,80.1832° E,24.6,88%,FALSE
BIN 1,10/30/2021,03:00:00 AM,5,94,660,14%,MANAPAKKAM,13.0213° N,80.1832° E,24.8,87%,FALSE
BIN 1,10/30/2021,04:00:00 AM,5,119,660,18%,MANAPAKKAM,13.0213° N,80.1832° E,25,87%,FALSE
BIN 1,10/30/2021,05:00:00 AM,5,144,660,22%,MANAPAKKAM,13.0213° N,80.1832° E,26.2,87%,FALSE
BIN 1,10/30/2021,06:00:00 AM,5,169,660,26%,MANAPAKKAM,13.0213° N,80.1832° E,27,87%,FALSE
BIN 1,10/30/2021,07:00:00 AM,5,194,660,29%,MANAPAKKAM,13.0213° N,80.1832° E,28.3,87%,FALSE
BIN 1,10/30/2021,08:00:00 AM,5,219,660,33%,MANAPAKKAM,13.0213° N,80.1832° E,28.3,87%,FALSE
BIN 1,10/30/2021,09:00:00 AM,5,244,660,37%,MANAPAKKAM,13.0213° N,80.1832° E,29,87%,FALSE
BIN 1,10/30/2021,10:00:00 AM,5,269,660,41%,MANAPAKKAM,13.0213° N,80.1832° E,32,87%,FALSE
BIN 1,10/30/2021,11:00:00 AM,5,294,660,45%,MANAPAKKAM,13.0213° N,80.1832° E,34,87%,FALSE
BIN 1,10/30/2021,12:00:00 PM,5,319,660,48%,MANAPAKKAM,13.0213° N,80.1832° E,36.8,87%,FALSE
BIN 1,10/30/2021,01:00:00 PM,5,344,660,52%,MANAPAKKAM,13.0213° N,80.1832° E,38.9,87%,FALSE
BIN 1,10/30/2021,02:00:00 PM,5,369,660,56%,MANAPAKKAM,13.0213° N,80.1832° E,40.4,87%,FALSE
BIN 1,10/30/2021,03:00:00 PM,5,394,660,60%,MANAPAKKAM,13.0213° N,80.1832° E,40.4,87%,FALSE
BIN 1,10/30/2021,04:00:00 PM,5,419,660,63%,MANAPAKKAM,13.0213° N,80.1832° E,40.8,87%,FALSE
BIN 1,10/30/2021,05:00:00 PM,5,444,660,67%,MANAPAKKAM,13.0213° N,80.1832° E,42.5,87%,FALSE
BIN 1,10/30/2021,06:00:00 PM,5,469,660,71%,MANAPAKKAM,13.0213° N,80.1832° E,37.3,87%,FALSE
BIN 1,10/30/2021,07:00:00 PM,5,494,660,75%,MANAPAKKAM,13.0213° N,80.1832° E,37.8,87%,FALSE
BIN 1,10/30/2021,08:00:00 PM,5,519,660,79%,MANAPAKKAM,13.0213° N,80.1832° E,37.5,87%,FALSE
BIN 1,10/30/2021,09:00:00 PM,5,544,660,82%,MANAPAKKAM,13.0213° N,80.1832° E,37,87%,FALSE
BIN 1,10/30/2021,10:00:00 PM,5,569,660,86%,MANAPAKKAM,13.0213° N,80.1832° E,36.5,87%,TRUE
BIN 1,10/30/2021,11:00:00 PM,5,594,660,90%,MANAPAKKAM,13.0213° N,80.1832° E,32,87%,TRUE
BIN 1,10/31/2021,12:00:00 AM,5,17,660,3%,MANAPAKKAM,13.0213° N,80.1832° E,24,87%,FALSE
BIN 1,10/31/2021,01:00:00 AM,5,36,660,5%,MANAPAKKAM,13.0213° N,80.1832° E,24.6,87%,FALSE
BIN 1,10/31/2021,02:00:00 AM,5,55,660,8%,MANAPAKKAM,13.0213° N,80.1832° E,24.6,87%,FALSE
BIN 1,10/31/2021,03:00:00 AM,5,74,660,11%,MANAPAKKAM,13.0213° N,80.1832° E,24.8,87%,FALSE
BIN 1,10/31/2021,04:00:00 AM,5,93,660,14%,MANAPAKKAM,13.0213° N,80.1832° E,25,87%,FALSE
BIN 1,10/31/2021,05:00:00 AM,5,112,660,17%,MANAPAKKAM,13.0213° N,80.1832° E,26.2,87%,FALSE
BIN 1,10/31/2021,06:00:00 AM,5,131,660,20%,MANAPAKKAM,13.0213° N,80.1832° E,27,87%,FALSE
BIN 1,10/31/2021,07:00:00 AM,5,150,660,23%,MANAPAKKAM,13.0213° N,80.1832° E,28.3,87%,FALSE
BIN 1,10/31/2021,08:00:00 AM,5,169,660,26%,MANAPAKKAM,13.0213° N,80.1832° E,28.3,87%,FALSE
BIN 1,10/31/2021,09:00:00 AM,5,188,660,28%,MANAPAKKAM,13.0213° N,80.1832° E,29,87%,FALSE
BIN 1,10/31/2021,10:00:00 AM,5,207,660,31%,MANAPAKKAM,13.0213° N,80.1832° E,32,87%,FALSE
BIN 1,10/31/2021,11:00:00 AM,5,226,660,34%,MANAPAKKAM,13.0213° N,80.1832° E,34,87%,FALSE
BIN 1,10/31/2021,12:00:00 PM,5,245,660,37%,MANAPAKKAM,13.0213° N,80.1832° E,36.8,87%,FALSE
BIN 1,10/31/2021,01:00:00 PM,5,264,660,40%,MANAPAKKAM,13.0213° N,80.1832° E,38.9,87%,FALSE
BIN 1,10/31/2021,02:00:00 PM,5,283,660,43%,MANAPAKKAM,13.0213° N,80.1832° E,40.4,87%,FALSE
BIN 1,10/31/2021,03:00:00 PM,5,302,660,46%,MANAPAKKAM,13.0213° N,80.1832° E,40.4,87%,FALSE
BIN 1,10/31/2021,04:00:00 PM,5,321,660,49%,MANAPAKKAM,13.0213° N,80.1832° E,40.8,87%,FALSE
BIN 1,10/31/2021,05:00:00 PM,5,340,660,52%,MANAPAKKAM,13.0213° N,80.1832° E,42.5,87%,FALSE
BIN 1,10/31/2021,06:00:00 PM,5,359,660,54%,MANAPAKKAM,13.0213° N,80.1832° E,37.3,87%,FALSE
BIN 1,10/31/2021,07:00:00 PM,5,378,660,57%,MANAPAKKAM,13.0213° N,80.1832° E,37.8,87%,FALSE
BIN 1,10/31/2021,08:00:00 PM,5,397,660,60%,MANAPAKKAM,13.0213° N,80.1832° E,37.5,87%,FALSE
BIN 1,10/31/2021,09:00:00 PM,5,416,660,63%,MANAPAKKAM,13.0213° N,80.1832° E,37,87%,FALSE
BIN 1,10/31/2021,10:00:00 PM,5,435,660,66%,MANAPAKKAM,13.0213° N,80.1832° E,36.5,87%,FALSE
BIN 1,10/31/2021,11:00:00 PM,5,454,660,69%,MANAPAKKAM,13.0213° N,80.1832° E,32,87%,FALSE
BIN 2,10/1/2021,12:00:00 AM,1,5,660,1%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24ᵒ,100%,FALSE
BIN 2,10/1/2021,01:00:00 AM,1,33,660,5%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,100%,FALSE
BIN 2,10/1/2021,02:00:00 AM,1,61,660,9%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,100%,FALSE
BIN 2,10/1/2021,03:00:00 AM,1,89,660,13%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.8,100%,FALSE
BIN 2,10/1/2021,04:00:00 AM,1,117,660,18%,GUINDY ,13.0067 ⁰N,80.2206⁰E,25,100%,FALSE
BIN 2,10/1/2021,05:00:00 AM,1,145,660,22%,GUINDY ,13.0067 ⁰N,80.2206⁰E,26.2,100%,FALSE
BIN 2,10/1/2021,06:00:00 AM,1,173,660,26%,GUINDY ,13.0067 ⁰N,80.2206⁰E,27,100%,FALSE
BIN 2,10/1/2021,07:00:00 AM,1,201,660,30%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,100%,FALSE
BIN 2,10/1/2021,08:00:00 AM,1,229,660,35%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,100%,FALSE
BIN 2,10/1/2021,09:00:00 AM,1,257,660,39%,GUINDY ,13.0067 ⁰N,80.2206⁰E,29,100%,FALSE
BIN 2,10/1/2021,10:00:00 AM,1,285,660,43%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,100%,FALSE
BIN 2,10/1/2021,11:00:00 AM,1,313,660,47%,GUINDY ,13.0067 ⁰N,80.2206⁰E,34,100%,FALSE
BIN 2,10/1/2021,12:00:00 PM,1,341,660,52%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.8,100%,FALSE
BIN 2,10/1/2021,01:00:00 PM,1,369,660,56%,GUINDY ,13.0067 ⁰N,80.2206⁰E,38.9,100%,FALSE
BIN 2,10/1/2021,02:00:00 PM,1,397,660,60%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.4,100%,FALSE
BIN 2,10/1/2021,03:00:00 PM,1,425,660,64%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.4,100%,FALSE
BIN 2,10/1/2021,04:00:00 PM,1,453,660,69%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.8,100%,FALSE
BIN 2,10/1/2021,05:00:00 PM,1,481,660,73%,GUINDY ,13.0067 ⁰N,80.2206⁰E,42.5,100%,FALSE
BIN 2,10/1/2021,06:00:00 PM,1,509,660,77%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.3,100%,FALSE
BIN 2,10/1/2021,07:00:00 PM,1,537,660,81%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.8,100%,FALSE
BIN 2,10/1/2021,08:00:00 PM,1,565,660,86%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.5,100%,TRUE
BIN 2,10/1/2021,09:00:00 PM,1,593,660,90%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37,100%,TRUE
BIN 2,10/1/2021,10:00:00 PM,1,621,660,94%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.5,100%,TRUE
BIN 2,10/1/2021,11:00:00 PM,1,649,660,98%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,100%,TRUE
BIN 2,10/2/2021,12:00:00 AM,1,6,660,1%,GUINDY ,13.0067 ⁰N,80.2206⁰E,30,100%,FALSE
BIN 2,10/2/2021,01:00:00 AM,1,27,660,4%,GUINDY ,13.0067 ⁰N,80.2206⁰E,31.2,100%,FALSE
BIN 2,10/2/2021,02:00:00 AM,1,48,660,7%,GUINDY ,13.0067 ⁰N,80.2206⁰E,31.2,100%,FALSE
BIN 2,10/2/2021,03:00:00 AM,1,69,660,10%,GUINDY ,13.0067 ⁰N,80.2206⁰E,31.8,100%,FALSE
BIN 2,10/2/2021,04:00:00 AM,1,90,660,14%,GUINDY ,13.0067 ⁰N,80.2206⁰E,33.1,100%,FALSE
BIN 2,10/2/2021,05:00:00 AM,1,111,660,17%,GUINDY ,13.0067 ⁰N,80.2206⁰E,33.8,100%,FALSE
BIN 2,10/2/2021,06:00:00 AM,1,132,660,20%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.3,100%,FALSE
BIN 2,10/2/2021,07:00:00 AM,1,153,660,23%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.8,100%,FALSE
BIN 2,10/2/2021,08:00:00 AM,1,174,660,26%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.5,100%,FALSE
BIN 2,10/2/2021,09:00:00 AM,1,195,660,30%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37,100%,FALSE
BIN 2,10/2/2021,10:00:00 AM,1,216,660,33%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.5,100%,FALSE
BIN 2,10/2/2021,11:00:00 AM,1,237,660,36%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,100%,FALSE
BIN 2,10/2/2021,12:00:00 PM,1,258,660,39%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24,100%,FALSE
BIN 2,10/2/2021,01:00:00 PM,1,279,660,42%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,100%,FALSE
BIN 2,10/2/2021,02:00:00 PM,1,300,660,45%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,100%,FALSE
BIN 2,10/2/2021,03:00:00 PM,1,321,660,49%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.8,100%,FALSE
BIN 2,10/2/2021,04:00:00 PM,1,342,660,52%,GUINDY ,13.0067 ⁰N,80.2206⁰E,25,100%,FALSE
BIN 2,10/2/2021,05:00:00 PM,1,363,660,55%,GUINDY ,13.0067 ⁰N,80.2206⁰E,26.2,100%,FALSE
BIN 2,10/2/2021,06:00:00 PM,1,384,660,58%,GUINDY ,13.0067 ⁰N,80.2206⁰E,27,100%,FALSE
BIN 2,10/2/2021,07:00:00 PM,1,405,660,61%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,100%,FALSE
BIN 2,10/2/2021,08:00:00 PM,1,426,660,65%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,100%,FALSE
BIN 2,10/2/2021,09:00:00 PM,1,447,660,68%,GUINDY ,13.0067 ⁰N,80.2206⁰E,29,100%,FALSE
BIN 2,10/2/2021,10:00:00 PM,1,468,660,71%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,100%,FALSE
BIN 2,10/2/2021,11:00:00 PM,1,489,660,74%,GUINDY ,13.0067 ⁰N,80.2206⁰E,34.20,100%,FALSE
BIN 2,10/3/2021,12:00:00 AM,1,3,660,0%,GUINDY ,13.0067 ⁰N,80.2206⁰E,35.20,100%,FALSE
BIN 2,10/3/2021,01:00:00 AM,1,28,660,4%,GUINDY ,13.0067 ⁰N,80.2206⁰E,36.20,100%,FALSE
BIN 2,10/3/2021,02:00:00 AM,1,53,660,8%,GUINDY ,13.0067 ⁰N,80.2206⁰E,37.20,100%,FALSE
BIN 2,10/3/2021,03:00:00 AM,1,78,660,12%,GUINDY ,13.0067 ⁰N,80.2206⁰E,38.20,100%,FALSE
BIN 2,10/3/2021,04:00:00 AM,1,103,660,16%,GUINDY ,13.0067 ⁰N,80.2206⁰E,39.20,100%,FALSE
BIN 2,10/3/2021,05:00:00 AM,1,128,660,19%,GUINDY ,13.0067 ⁰N,80.2206⁰E,40.20,100%,FALSE
BIN 2,10/3/2021,06:00:00 AM,1,153,660,23%,GUINDY ,13.0067 ⁰N,80.2206⁰E,41.20,100%,FALSE
BIN 2,10/3/2021,07:00:00 AM,1,178,660,27%,GUINDY ,13.0067 ⁰N,80.2206⁰E,42.20,100%,FALSE
BIN 2,10/3/2021,08:00:00 AM,1,203,660,31%,GUINDY ,13.0067 ⁰N,80.2206⁰E,43.20,100%,FALSE
BIN 2,10/3/2021,09:00:00 AM,1,228,660,35%,GUINDY ,13.0067 ⁰N,80.2206⁰E,44.20,100%,FALSE
BIN 2,10/3/2021,10:00:00 AM,1,253,660,38%,GUINDY ,13.0067 ⁰N,80.2206⁰E,45.20,100%,FALSE
BIN 2,10/3/2021,11:00:00 AM,1,278,660,42%,GUINDY ,13.0067 ⁰N,80.2206⁰E,46.20,100%,FALSE
BIN 2,10/3/2021,12:00:00 PM,1,303,660,46%,GUINDY ,13.0067 ⁰N,80.2206⁰E,47.20,100%,FALSE
BIN 2,10/3/2021,01:00:00 PM,1,328,660,50%,GUINDY ,13.0067 ⁰N,80.2206⁰E,48.20,100%,FALSE
BIN 2,10/3/2021,02:00:00 PM,1,353,660,53%,GUINDY ,13.0067 ⁰N,80.2206⁰E,49.20,100%,FALSE
BIN 2,10/3/2021,03:00:00 PM,1,378,660,57%,GUINDY ,13.0067 ⁰N,80.2206⁰E,50.20,100%,FALSE
BIN 2,10/3/2021,04:00:00 PM,1,403,660,61%,GUINDY ,13.0067 ⁰N,80.2206⁰E,51.20,100%,FALSE
BIN 2,10/3/2021,05:00:00 PM,1,428,660,65%,GUINDY ,13.0067 ⁰N,80.2206⁰E,52.20,100%,FALSE
BIN 2,10/3/2021,06:00:00 PM,1,453,660,69%,GUINDY ,13.0067 ⁰N,80.2206⁰E,53.20,100%,FALSE
BIN 2,10/3/2021,07:00:00 PM,1,478,660,72%,GUINDY ,13.0067 ⁰N,80.2206⁰E,54.20,100%,FALSE
BIN 2,10/3/2021,08:00:00 PM,1,503,660,76%,GUINDY ,13.0067 ⁰N,80.2206⁰E,55.20,100%,FALSE
BIN 2,10/3/2021,09:00:00 PM,1,528,660,80%,GUINDY ,13.0067 ⁰N,80.2206⁰E,56.20,100%,FALSE
BIN 2,10/3/2021,10:00:00 PM,1,553,660,84%,GUINDY ,13.0067 ⁰N,80.2206⁰E,57.20,100%,TRUE
BIN 2,10/3/2021,11:00:00 PM,1,578,660,88%,GUINDY ,13.0067 ⁰N,80.2206⁰E,58.20,100%,TRUE
BIN 2,10/4/2021,12:00:00 AM,1,0,660,0%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24,100%,FALSE
BIN 2,10/4/2021,01:00:00 AM,1,28,660,4%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,100%,FALSE
BIN 2,10/4/2021,02:00:00 AM,1,56,660,8%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.6,100%,FALSE
BIN 2,10/4/2021,03:00:00 AM,1,84,660,13%,GUINDY ,13.0067 ⁰N,80.2206⁰E,24.8,100%,FALSE
BIN 2,10/4/2021,04:00:00 AM,1,112,660,17%,GUINDY ,13.0067 ⁰N,80.2206⁰E,25,100%,FALSE
BIN 2,10/4/2021,05:00:00 AM,1,140,660,21%,GUINDY ,13.0067 ⁰N,80.2206⁰E,26.2,100%,FALSE
BIN 2,10/4/2021,06:00:00 AM,1,168,660,25%,GUINDY ,13.0067 ⁰N,80.2206⁰E,27,100%,FALSE
BIN 2,10/4/2021,07:00:00 AM,1,196,660,30%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,100%,FALSE
BIN 2,10/4/2021,08:00:00 AM,1,224,660,34%,GUINDY ,13.0067 ⁰N,80.2206⁰E,28.3,100%,FALSE
BIN 2,10/4/2021,09:00:00 AM,1,252,660,38%,GUINDY ,13.0067 ⁰N,80.2206⁰E,29,100%,FALSE
BIN 2,10/4/2021,10:00:00 AM,1,280,660,42%,GUINDY ,13.0067 ⁰N,80.2206⁰E,32,100%,FALSE
BIN 2,10/4/2021,11:00:00 AM,1,308,660,47%,GUINDY ,13.0067 ⁰N,80.2206⁰E,34,100%,FALSE
